WISEID,Answer,KIScore
139537,Atmosphere has greenhouse gases which reflects and change the directions of the infrared radiation which it often reflects it back to the surface of the earth.,4
139832,The atmosphere because they both let light through but trap in things like infrared radiation.,5
139523,"The atmosphere is like the glass of the greenhouse because inside of the atmosphere, there are gases that reflect the heat energy back towards the Earth like the glass of the greenhouse which does not let the heat energy escape through the glass.",4
139833,"The atmosphere prevents heat from escape, just like the glass panels in the greenhouse. ",3
139519,The atmosphere is like the glass because it's the boundary that holds in the heat inside the solar oven/atmosphere. Light passes through the glass and atmosphere and traps it in.,5
139505,"Like the glass reflecting heat back into the greenhouse, the greenhouse gases of the atmosphere captures infrared radiation and reflects it back towards Earth.",4
139483,The atmosphere acts like a greenhouse because it traps some of the heat in; which warms up the earth.,3
139496,"From picture B, the dotted line, which is the atmosphere, is preventing heat energy from escaping into space. ",4
139489,The atmosphere is like the glass of the greenhouse because both let radiation in and trap heat.,4
139494,"The part of the picture that is like the glass of the greenhouse is the atmosphere because the atmosphere traps different gases, thus having carbon dioxide and harmful gases trapped in our ozone layer and causing global warming. ",2
139518,The atmosphere will allow the sun's radiation pass through the atmosphere but will not allow heat leave the Earth.,5
139525,The Earth's atmosphere has gases which trap heat inside the earth. ,3
139520,The atmosphere is like the glass of the greenhouse because there's radiation which allows solar radiation to go through and converts to heat.,4
139527,"The atmosphere traps heat energy within it, just like glass of the greenhouse.",4
139508,"Glass is transparent like the atmosphere. The atmosphere also has gases that help trap infrared radiation and also allows the radiation to penetrate through, as well as reflect. ",5
139524,"The atmosphere reflects some heat and retains most heat, similar to the greenhouse. ",3
139528,,1
139522,The atmosphere because the atmosphere traps hair in the earth just like showned above in the pictures. The glass traps the heat. ,3
139824,The atmosphere traps heat inside like the greenhouse.,3
139482,"They both let radiation in and once the radiation transforms into heat, it traps the heat in",5
139480,"The atmosphere, like the glass, only allows in radiation but does not allow energy to leave. ",5
139828,"The atmosphere is like the glass because like the glass, the atmosphere both absorbs and reflects the heat. ",2
139492,The atmosphere has carbon dioxide that reemits infrared radiation causing heat to be trapped within the atmosphere.,4
139829,It is like the atmosphere because it releases and let then sun rays enter like the atmosphere. It is the thing that keeps the inside warm and captures the heat in the inside. It has the same process.,4
139481,The atmosphere is like the glass of the greenhouse because sunlight goes through it but can trap heat energy inside the greenhouse/earth.,5
139827,,1
139800,The atmosphere is like the glass of the greenhouse because they are insulators. the atmosphere traps infrared radiation so it doesnt escape into space and the glass does the same except it traps heat inside the greenhouse.,4
139488,"Like the glass of the greenhouse, the atmosphere traps the heat inside of the earth by acting like the glass in the greenhouse.",3
139495,The atmosphere reflects and also takes in the light energy the same as the Earth's atmosphere is doing in the diagrams.,4
139785,The glass traps in the heat from the sun such as how the atmosphere traps in the heat from the sun.,3
139769,The atmosphere is holding the heat and keeping it in just like the greenhouse.,3
139819,the atmosphere is more like the glass because its keeping the heat inside,3
139796,,1
139803,,1
139643,The atmosphere has greenhouse gases that trap heat within the atmosphere like how glass traps heat inside the greenhouse.,3
139802,,1
139842,Because only the sun have a ray's wave ,3
139845,Atmosphere is like the glass of the greenhouse because the ray of light cross this part.,4
139846,Heat is going inside the Earth's atmosphere and some is being trapped in. ,3
139561,Because the atmosphere is what trapping the heat inside the planet just like how the glass panel traps heat to heat the inside.,3
139798,"The atmosphere is earth's armor, the glass is the greenhouse's ""armor""",2
139870,"The glass is the atmosphere,the sun is the sun,space is space,and whatever is inside the green house is the earth.",2
139838,"Inside the green house is the Earth, the sun is itself, and the glass is the atmosphere.",2
140093,The atmosphere most of the times keeps the heat from escaping from the earth.,3
139840,Because the atmospheres prohibits the sun to release heat.,2
139875,The atmosphere since it is the earth's blanket so it stays in.,2
139806,Both the glass and the atmosphere keep the heat energy from escaping.,4
139856,"Light passes through the atmosphere and heats the Earth, except heat can leave Earth. Too much affects earth negatively.",4
139841,the atmosphere let the light in just like the glass and also allowed some light to exit and kept some light just like the glass,4
139822,The atmosphere kind of insulates the light rays.,3
139737,Because the sun makes everything hot and everything will heat,2
139853,The glass is the atmosphere because it covers the earth which is the same as the glass on the cover house. ,2
139775,"The atmosphere is like the glass of the greenhouse because once the sun goes into the atmosphere, the heat is trapped inside.",4
139851,,1
139847,,1
139747,Earth's atmosphere acts like a blanket to earth; where all rays and gases stored and passes through.,2
139843,,1
139739,"The atmosphere is like the glass because the rays from the sun heat the Earth, which means the heat from it bounces back from the atmosphere back tot eh Earth.",3
139848,,1
139849,the light comes through the greenhouse just like the sunlight comes through the atmosphere.,4
139879,The atmosphere is where the sun's rays will bounce back just like in the greenhouse.,3
139876,Because the atmosphere prohibits the sun to released.,2
139877,The glass and atmosphere both traps in heat energy.,4
139881,,1
139869,"I said atmosphere, because the atmosphere is what sends radiation from the sun to Earth.",3
139874,Because it allows sunlight and light to bounce ,3
139867,The atmosphere traps heat just like the glass.,3
139873,,1
139839,The glass allows the waves to either come in or bounce back out like the atmosphere. ,3
139882,The sun is giving light to Earth just like how the glass of the greenhouse is giving heat to the plants.,3
139768,,1
139880,,1
139878,,1
139854,,1
139809,"The atmosphere and glass bounces heat back in the ""house""",2
139814,The atmosphere is kind of blocking the sun rays similar to how the glass does.,3
139795,,1
139816,,1
139812,It passes through the glass and keeps the heat inside.,3
139782,"Earth's atmosphere does the same thing as the greenhouse. Gases in the atmosphere such as carbon dioxide do what the roof of a greenhouse does. During the day, the Sun shines through the atmosphere.",2
140712,The heat is going through the atmosphere to the earth. ,2
139529,because the sun goes through the atmosphere,2
139801,I say atmosphere because the atmosphere absorbs greenhouse gases and the sun's rays must go through the atmosphere.,3
139774,The sun because thats the only thing that makes the plants grow.,2
139790,they both are trapping the heat inside.,3
139855,The atmosphere because the Earth would be a very cold place if it weren't for greenhouse effect trapping heat in the atmosphere.,3
139778,,1
139808,,1
139797,,1
139815,"The atmosphere keeps the heat inside the earth, just like the green house.",3
139817,its where the heat bounces from and stay in.,2
139787,The atmosphere is like the glass of a green house cause it reflects heat and traps it in as well,3
139799,Because on both of the pics the sun is reflecting onto something.,2
139785,"Just like the atmosphere, the glass traps in the solar radiation that comes from the sun which makes the room hotter.",4
139845,,1
140093,The atmosphere is the same as the greenhouse effect because they both are capturing the energy in order to trap it so they could stay as warm as possible.,4
139808,The glass in the green house help the heat stay inside and so does the our atmosphere it keeps the sun heat inside to keep us warm here on earth.,3
139816,"Like the glass of the house the atmosphere lets light pass through and trap the heat within its ""shield"".",3
139819,"Like the glass, the atmosphere takes in the heat and also retains it, while releasing a little at a time. ",3
139782,The atmosphere is like the glass if the greenhouse because it is absorbing the light and it is bouncing back.,3
139787,the atmosphere is like the glass because it absorbs the light and bounces it back,3
139769,The atmosphere holds in heat just like the greenhouse glass.,3
139809,The glass lets light enter but keeps the absorbed heat in the green house,5
139556,The atmosphere is like the glass of the greenhouse because it takes heat in but doesn't let it escape.,3
139812,atmosphere is similar to the green house because the sun is reflecting inside absorbing heat trapping it.,3
139529,it's the one that keep the heat that the sun.,3
139815,It is like the atmosphere because they both allow heat in and block heat from escaping.,3
139817,the atmosphere is where the heat source stays and bounces back ,3
139806,because both of the atmosphere and the glass of the greenhouse trap the heat from escaping.,3
139561,Because the atmosphere contains molecules and greenhouses gases that either absorb or reflect the heat back.,3
139841,Just like the glass in the picture the atmosphere keeps the radiation in.,4
139775,"When the sun's ray hit the earth, it reflects back but the heat gets trapped and stays in the atmosphere.",4
139844,It's like a barrier for the heat to stay in.,3
139856,The glass reflects and/or absorbs heat through radiation. We know this because the light arrows are shining through the glass just like the earth's atmosphere.,4
139840,Because like the glass That is where the light goes in and some stay as heat. It works the same way for the atmosphere when light hits it.,4
139875,The sun is reflecting through the glass. ,2
139839,the glass is like the atmosphere because that is where the energy is being either bounced off or absorbed.,3
139768,the glass is like the atmosphere sine it can contain the heat inside for the moment,3
139855,The atmosphere is like the glass of the greenhouse because it lets the sunlight in but traps heat so it the inside of the greenhouse will get hotter.,5
139778,The glass is the atmosphere because it allows sunlight to travel in but also trapping it inside the earth/ greenhouse.,5
139811,"Just like the glass, the atmosphere acts as a blanket around the earth",2
139801,I say atmosphere because the atmopshere absorbs greenhouse gasses and the suns rays must get through the atmopshere.,3
139803,,1
139813,It is the atmosphere because the sun goes through the atmosphere first.,2
139790,Its the one that keeps the heat that the sun gives. The atmosphere has pollution that it keeps the heat inside Earth.,3
139797,I say atmosphere because the atmosphere absorbs greenhouse gasses and the suns ray must get through the atmosphere. ,3
139814,"Just how the sun passes through the glass panels , the sun's waves passes through the atmosphere.",3
139810,,1
139795,The atmosphere is like the glass of the greenhouse because the sun can pass through the atmosphere and the atmosphere helps the earth to absorb less energy.,3
139796,,1
139798,The atmosphere contains the greenhouse gases.,2
139842,Because the heat will go through the atmosphere through the earth and it will go back out the atmosphere ,2
139818,traps radiation in the inside,4
139643,The atmosphere traps heat like how the glass traps heat in the greenhouse. ,3
139850,gravity reflects back and forths from the earth and space,2
139802,,1
139843,That is the space that lets heat enter.,2
139849,the light comes through the greenhouse just like the sunlight comes through the atmosphere.,4
139870,,1
139881,.,1
139876,The glass of the greenhouse is the same as the atmosphere of of the earth because the heat remains inside.,3
139878,Because it's blocks the heat from going outside.,3
139838,,1
139880,The atmosphere is like the glass of the greenhouse because it keep the heat energy from escaping same as the glass in the greenhouse.,4
139871,The atmosphere because it works the same way as the glass moving through the greehouse ,2
139882,The heat is coming towards the glass like how the sun shines light to Earth.,4
139869,"I chose atmosphere, because it just floats around.",2
139847,The greenhouse keeps heat in and so does our atmosphere so they both have the same effect.,3
139879,,1
139853,The glass is like the atmosphere because it traps gases into the house. ,2
139747,It acts like a blanket; the first layer of protection.,2
139774,Atmosphere is like the glass of the greenhouse because it traps in heat.,3
153977,The atmosphere is like the glass because it lets the rays from the sun in but does not let them get out.,5
153978,The black line with white dots across the sky is working as the glass because they are both bringing the sun rays in and out.,4
153979,Because the sun is gong in the greenhouse and heating the plants then leaving to go back to earth.,2
153980,Because the sun's rays are hitting it then bouncing off.,3
153981,"Like the glass the atmosphere is allowing the sun rays to turn into heat, warming the earth. In the greenhouse's case the glass is what is allowing the sun rays to pass through, without the heat bouncing off and turning into infrared radiation.",5
153982,"I got my answer from the passage at the top, and that gave me the idea to select sun as my answer.",2
153983,the sun because the sun will come through the top and help the plants grow.,2
153984,"it is the earth because the green house glass wouldn't be space,sun,or the atmosphere",2
153985,"It is like the glass because, it is trapping the heat like the glass is doing in PICTURE A.",3
153987,i pick that because if you see in the picture it shows dot line,2
153989,I think this because the Atmosphere keeps people on the grow so heat would stay on the grow.,2
153991,The glass helps keep the heat in and the atmosphere has a lot of carbon-dioxide which helps keep heat in.,3
153992,Cause of the sun,2
153993,I think it's like the glass because the Atmosphere is kind of like the window.,2
153994,Some sun rays are getting in the atmosphere and some are not.,4
153996,I think it is a atmosphere because the sun and the earth are combined.,2
153997,the atmosphere because its like the roof of the world that helps it not get to hot,2
153999,It is the atmospere becuse it comes in but gets stuck in,2
154000,because the heat gets trapped in and can't get out.,3
154026,It is like the greenhouse glass because the heat is going in and it is not escaping.,4
154107,The sun because it is called a solar panel which attracts heat from the sun and goes inside of the building which heats up what ever is in there.,2
154108,"I think the atmosphere is the greenhouse glass for Earth because on the picture it shows the sunlight stopping at the atmosphere, and if the sun rays were to escape the atmosphere , it would create problems in the solar system.",3
154109,I think the atmosphere is similar to the glass of the greenhouse because the atmosphere is keeping the heat for leaving the Earth.,3
154111,I think the atmosphere is like the green house glass because the atmosphere takes in the heat but wont let it out like the green house.,4
154113,The Atmosphere is like a big blanket around the Earth and when the sun's rays come in they can't get out because of this big giant blanket in the way (the atmosphere) and the glass panels in the green house are like the the big giant blanket around the green house that let's the sun's rays out and not back in just like the Atmosphere does.,5
154114,I think this because if heat could get trapped like that then it could also reflect of the plants.,3
154115,The atmosphere because it traps in all the air/heat waves we get from the sun.,3
154117,"I chose Atmosphere because  the Atmosphere is surrounding us and it is also out  around the earth so in the picture it is like the glass that the heat energy is coming through. If it was space then  the heat energy might escape,the sun is circling around the earth but is not in one place like a big circle surrounding us,and it can't be the earth because that is what is inside of the thing surrounding the greenhouse and the heat energy.",3
154120,"In picture A we can see the glass being hit by the Sun causing the heat to stay into the green house. In picture B we can see that Earth being heated by the Sun causing the Earth to stay warm, just like the Sun hitting the glass on the green house.",3
154121,when the sun hits the glass it reflexs it and gets the heat on the plants.,2
154123,because the atmosphere traps all the sun light and gases that come in the earth atmosphere.,4
154125,,1
154126,I think its atmosphere because it looked like that the heat bounced off the atmosphere and hits the earth again,2
154129,The Atmosphere is like the glass because it reflects off the sun so a little will come through.,2
154131,Since the atmosphere is see through like glass The glass keeps the heat inside sort of like the greenhouse effect.,3
154133,why I said that the glass from the green house looks like the Earth because the sun's heat goes in the earth but does come out.,4
154136,I think that the atmosphere is like the green house because the atmosphere does not let the heat esxape from the atmosphere.,3
154137,The atmosphere is like a window because it doesn't let the air in a our Earth escape. It also keeps out the sun beams to actually burn us to death. I also picked the atmosphere because it is basically a window but for our planet Earth.,4
154138,Because the atosphere has like a force wall that blocks the air from leaving,2
154139,the atmosphere is like a thick blanket and helps keep warm air get trap.,3
154142,My answer is that atmosphere is like the glass in the greenhouse because the atmosphere covers the earth and the glass covers the greenhouse.,2
154149,the atmosphere is like glass but things can fall through it. it's cause the atmosphere and down is air.,2
154154,It would be better to put them inside a small glass house because there can be animals that can try to eat them so I would put them inside because it's more safe inside the small glass house.,2
154156,The atmosphere traps the energy.,4
154302,the atmosphere looks like the glass in the green house,2
154304,i think its the atmosphere because it surrounds the earth just like the glass surrounding the plants inside the green house,2
154306,"As the atmosphere does, the oven traps the heat inside to heat whatever is in there.",3
154308,"The atmosphere is going to trap all the air as the ozone layer is there for that reason ,nowadays since there are gases such as carbon dioxide.",2
154309,The Atmosphere is like the greenhouse because it reflects heat so our world doesn't fry like a marshmallow.,2
154312,its like the earth because it reflecks back.,2
154313,The atmosphere usually lets out excessive heat but carbon dioxide keeps the heat in is it can't escape.,3
154314,The Atmosphere traps heat from the sun like the glass from a green house,3
154315,Earth because that is where the greenhouse starts and happens.,2
154316,It is like the glass because it is not letting the heat escape.,3
154317,Its like the one in space because its shooting out beam of light back.,2
154320,"The atmosphere is the line around earth, kind of like the last boundary with gravity, and the atmosphere filling with gasses acts like a boundry between the gravity and the no gravity, so when the sun comes into that, it is hard for it to break free if the gravitational boundry to push out of that, acting like a green house going back down. that is what the atmosphere does and why it is my answer",2
154328,I think the atmosphere because it looks like the sun is going right down.,2
154331,My answer is earth because earth takes heat in and it can reflect heat away and it is like a mirror and it reflects it off like how your reflection goes off the mirror.,2
154333,Because they both have something that has to do with the question more than picture,2
154334,the green house is earth becouse we have lots of plants,2
154339,It's like the sun because the hot air can't escape from the structure.,3
154340,it show sun glowing at the plants.,2
154341,It is the sun because the sun is gloowing on the plants.,2
154344,I chose Earth because the Earth traps in heat from the sun to keep the planet warm.,3
154346,I luck the pichar and luck a sun,2
154347,you can tell because there is a little pict,2
154846,the atmosphere is most like the glass of the green house because it is letting light into the earth like glass in the greenhouse,3
154847,I think the atmosphere is like the glass of the green house because it holds in the Earth's air and acts as a sort of barrier.,2
154914,"It is because the atmosphere is what is letting the solar rays in, but not out, just like greenhouse glass.",5
154915,It is like that becaues it makes it so no radaid hits earth,3
153978,In both pictures the sun/atmosphere is bringing the sunlight onto the plants.,3
153979,because the sun will reflect on the sun  and heat the greenhouse.,2
153982,The sun in both pictures are both yellow and the sun goes in to the green house like the sun goes on to the earth.,3
154914,It is the outer atmosphere because it is the thing that keeps most of the heat/energy inside the Earth's atmosphere and surface.,4
153991,Carbon and other greenhouse gases in the atmosphere act like Plexiglas letting light in and some light out.,4
154107,I think the earth because it shows in the picture that there are arrows reflecting off of it.,2
154117,"I picked the atmosphere because the sun is the heat, the earth are the plants and space is surrounding all of the stuff.",2
154126,I think the glass for the greenhouse is like the atmosphere in the sky reflecting the light back to the plants or earth.,3
154111,It keeps the heat waves inside the earth.,3
154108,"The atmosphere is like the greenhouse glass because like how sunlight goes through the glass, sunlight also goes through the atmosphere and onto the Earth, and it can't go past the atmosphere.",5
154133,I picked  the sun because the heat of the sun was in both pictures on earth.,2
154113,Because the Atmosphere is like the glass panel of the greenhouse.,2
154120,In picture A shows the sun hitting the glass of the green house and in Picture B  the Earth  is being hit by the sun.,2
154137,The atmosphere is like a window because the atmosphere keeps out the sun beams out of our planet.,3
154154,because the sun can get hot faster and the atmosphere to but,2
154114,Its atmosphere because the atmosphere would reflect the sun into the earth and heat it up.,2
154121,the sun will reflect of the glass,2
154131,I chose atmosphere because there is a blanket surounding the earth and its invisible like glass.,2
154125,so the heat gose in,2
154123,because it traps the heat inside so it wont escape,3
154313,Because the atmosphere lets out extra heat but carbon dioxide keeps in the heat so it doesn't escape.,3
154315,Earth because that is where the green gasses come from and enter into space.,2
154304,the glass is like the atmosphere because it lets heat in but not out.,4
154704,"The atmosphere lets the sun rays in, but the sun rays that bounce off the earth, reflect off the atmosphere and heat up the earth.",4
154303,"I think the glass of the green house is like the Earth's atmosphere because the atmosphere acts like a dome around the Earth that keeps the Earth's natural production of heat (sun) inside the Earth and stays inside the Earth. And so the glass in the picture in on top of the structure acting as a roof, sort of like the Earth's atmosphere is acting as a roof for the Earth.",3
154309,"I think it's the atmosphere because the atmosphere let's heat in and prevents heat from leaving. That's what happening in global warming. The atmosphere is trapping to much heat, and the globe is slowing warming up. That's what we want our solar oven to do, but not our world.",4
154316,Its like the glass because it holds in enough heat and lets some out.,2
154312,The heat goes through but it wont come out.,4
154302,I think the picture looks like there are plants in a green house and there are heat waves going into the green house to keep the plants alive,2
154314,The atmosphere traps heat from the sun and carbon dioxide. Like a greenhouse.,3
154317,It looks like the green house because the sun beams are shooting,2
154320,"The atmosphere acts like a greenhouse, trapping in the heat and letting out some of the heat as well, the atmosphere acts like that, well at least i think  that, the atmosphere of earth with the gravity has a barrier against the non-gravitational area, makes a barrier kind of like glass, and all of the gases we put into the air make the barrier harder to escape",3
154344,It is the sun because the sun goes through the green house and heats up the inside of the green house.,3
153997,the atmosphere because it like the ceiling of the earth.,2
153989,I think this because the glass acts like the atmosphere by bringing in heat.,2
154000,because the heat gets in but can't get out,4
153987,it is the atmosphere becaues it warms the air,2
153981,"The atmosphere is like the glass in the green house because when the sun rays travel through it, they become heat. When they rise up into the air, they can't escape because the atmosphere is holding them back.",5
153980,"I picked atmosphere because like the glass it lets heat in, but it won't let it out.",4
153996,The sun is the the top because there a light and the sun comes from the top.,3
154026,"The atmosphere acts like the glass because it lets heat in,  but doesn't let it out.",4
153985,"It is the atmosphere, because the atmosphere acts like glass and reflects the heat or the sun's rays around the Earth.",3
153999,The atmosphere is like the glass in the greenhouse both make it so the heat does not escape to heat up the earth.,3
154138,Because sun heats it up.,2
154115,It's like the atmosphere because the glass traps the heat from the sun in and the atmosphere doesn't let the heat from the sun leave the Earth.,3
154142,The atmosphere is the the glass in the greenhouse because it keeps the heat on earth.,3
154109,The glass of the greenhouse is like the atmosphere because when the sun reflects it stays in the glass and the atmosphere.,3
154346,because you can see the rays of sun and a like reflection on the glass,3
154306,Atmosphere lets the heat in like a greenhouse and heats up the earth.,3
154334,our earth is a green house it has plants all over the world,2
154340,I chose that on because the sun is reflecting of of the Earth.,2
154846,The atmosphere is either absorbing or reflecting the heat for the Earth just like the glass is for the greenhouse.,2
154149,it holds it in because of the oxygen,2
154129,I think this because it comes inside like radiation.,3
154156,The atmosphere traps the sun heats and the greenhouse is cover of sun heat.,3
153995,I chose the atmosphere as the glass of the because in the picture there is an imaginary line while the sun is going through it and going to the earth.,2
154915,The atmosphere makes stuff not get in like a astroyeb.,2
153983,I say atmosphere because in the second picture the heat is coming through the atmosphere and getting trapped in the atmosphere and heats and warms up the earth.,3
153988,well the suns heat is coming into the greenhouse and the sun heat is also coming into the earth atmosphere.,3
153993,Well the sun streams into the atmosphere and the it bounces of the earth then gets trapped.,4
153992,cause it's really hot,2
153816,"The atmosphere is thick like glass, but still clear enough to let in solar radiation.",4
153818,"The atmosphere let light move freely. Light doesn't need a material to move, so it comes from space and hits the earth. Heat does, and so it can't leave the atmosphere quickly. This traps heat.",3
153822,atmosphere beause it looks like that sun is bouncing of on to he aatmosphere,2
153823,Atmosphere because it is like the earths roof.,2
153824,"Well, when the sun gives solar radiation out, it hits the ground, and then the atmosphere soaks"" it up  keeping the heat in the atmosphere.""",4
153826,I think it is this because the atmosphere stops at a certain point because their is no atmosphere in space.,2
153827,the atmosphere keeps hot air from coming out of earth.,3
153830,The atmosphere allows the energy to bounce back here and say here so we can stay warm. It acts like the glass because the glass keeps the energy in for the plants. The atmosphere keeps the energy in for the Earth.,3
153831,The atmosphere keeps the air in so it acts like the glass of the greenhouse.,2
153832,The earth is reflecting the suns rays.,3
153834,The atmosphere because it keep te heat and light in just like the glass at a greenhouse.,3
153835,I think that the glass is most like the atmosphere because the heat goes through the glass and then is tapped in whle on arth the heat hits the land then rises into the air,3
153836,"In the first picture doesn't show the Earth, Atmesphere, or Space.",2
153837,I think so because in picture B it looks like a big roof around the earth.,2
153838,i chose the atmosphere because they have the same gas an sun an heat,2
153843,the space looks like the glass the most because it is white and almost is see throught,2
153844,It would be the sun because that is what is giving the heat for the tomatoes to grow.,2
153848,I think the clear dotted line is the glass part of the greenhouse because it shows the sun hitting the dotted line and the sun hits the dotted line.,2
153852,Earth is like a mirror and it reflects when the sun is shining towards it.,2
153854,the heat  from the sun is warming up the house (like solar).,2
153856,Because space surrounds us aka earth.,2
153859,because the atmosphere trap the heat on the earth and the green house gasses makes the sun rays stuck in the atmosphere,4
153860,The atmosphere because it is what so,2
153863,Because  t shows that the glass iis space.,2
153864,The glass in picture A is like the atmosphere because it goes through it like picture A.,2
153905,"The atmosphere is like a blanket around the earth, or a roof over a green house.",2
153908,"The atmosphere because, the atmosphere is bouncing of some of the rays of heat and light.",3
153909,The  warm air is traped in by the atmosphere surounding the earth.,3
153910,It sorta protects the earth from really hot heat.,2
153911,if you look at the b picture it shows the sun rays hitting earth and then bouncing off over and over,3
153913,because it's going in and out the atmosphere.,2
153914,The earth is like the house and the sun is shining on to the earth through the dotted line that is the atmosphere. The atmosphere is representing the glass.,3
153915,they both have sun,2
153916,The glass traps the heat inside like the atmosphere traps in the carbon dioxide.,3
153917,i think this because earth can reflect the sun back to it,2
153918,It looks like the sunlight is shining of earth,3
153919,I think it is atmosphere because in picture B it shows the sun going into earth and bouncing back and the atmosphere containing it.,2
153921,I think the atmosphere because it is letting heat into to earth just like the glass is letting heat into the greenhouse.,2
153922,i think the atmosphere is acing like the glass in the greenhouse because it shows that the sun arrows do not go past the atsmosphere,2
153923,I think that the atmosphere works like the glass because it keeps the earth warm and it keeps it warm.,2
153924,because if we would  did not have atmosphere we would die,2
153925,the sun bounces of the earth,2
153926,the atmosphere is like the window because the light is coming in from the sun and hitting the earth (like hitting the plants).,3
153927,sun because the plants need to grow if we want to eat,2
153928,The atmosphere because it absorbs he sun's heat an it also keeps it inside like he greenhouse.,3
153929,The earth absorbs the sun witch is like how the green houses glass keeps it in.,3
153930,The sun reflects into the little shed.,2
153931,its because the earth protects like a glass,2
153932,Sun because the sun is the most inportet to the green hows,2
153933,I think it is the suns reflection and the greenhouse keeps the sun in and creates evaporation.,3
153935,I think the Earth because the Earth is non stop being hit by the Sun all day which causes heat which make the greenhouse very hot.,2
153936,sun because you need sun,2
154112,I think the sun because it is reflecting off the earth to make a little reflection.,2
154118,the atmosphere keeps out meteors so i thought that it wuold keep in heat,2
154119,I think it is atmosphere because it is surrounding the earth. The sunlight is hitting the atmosphere.,3
154122,cause of all he energy that enters,3
154124,The atmosphere acts like the glass in the geenhouse because the suns radiation goes right through it,4
154127,it's atmosphere because the sun and space are farther out into the universe and the Earth is closer leaving the only possible choice the atmosphere.,2
154128,"The atmosphere lets the sun rays pass, but is doesn't let them get out.",5
154130,it sun because it like glass.,2
154132,because the sun gives us warmth and energy.,3
154134,It is the atmosphere because it is the atmosphere in and around the Earth that impacts the temperature on our planet based on how close or far away our planet is from the sun.,2
154135,The atmosphere because it is full of air and it is keeping the hot air inside Earth,2
154141,It can't be the sun because that's what is projecting. It wouldn't be the space because that's whats around it.And the Earth is what the sun is at.,2
154143,its the peace of land that exists on earth,2
154145,The sun  because it lights the plants and there isn't space. the space wouldn't act like glass.,2
154146,I think it would be sun because it is talking about the sun hitting the glass,2
154147,The atmospher heats up like the green hous because shield is working like the solar pannels.,2
154148,Because the atmosphere is farther than the earth itself.,2
154150,the sun would make it fall of the stem and would break,2
154152,I think that is sun because the plants need sun and the greenhouse also needs sun for the plants,2
154153,Because the sun does not go out.,2
154157,"I think glass because if its really hot outside  it can be worm inside, unless if you have a cooler inside the room it will make the heat go away.",2
154160,I think the sun because it goes in side the greenhouse faster.,2
154162,the atmosphere because it is like the atmosphere is the glass and the earth is the plants.,2
154193,The earth gets the sun but it rebounds but he atmoshere keeps it in.,2
154194,The atmosphere consists of many layers that protect earth from UV rays and much more so when the rays get trapped most of them don't escape are protect layers. This is like the green house and its glass,4
154195,I think that the atmosphere replaces the glass because Earth and Sun both play a different part in the Greenhouse Effect. I don't think Space has anything to do with this.,2
154196,I choice this because gren is like the Earth,2
154197,The atmosphere is like the glass because the heat from the sun is going through it.,2
154198,In the B picture the heat bounces off earth and back out,2
154199,The atmosphere because it is surrounding the earth like the glass that is around the green house.,2
154200,the sun hit both the earth and the greenhouse,2
154201,The atmosphere goes in and out on both of the sun and roof of the greenhouse to keep them running.,2
154202,The answer s the atmosphere because the picture shows the area between land and space.,2
154204,it is the sun,2
154205,The earth takes that sunlight but sometimes all of the sunlight shines on the earth like the greenhouse.,3
154206,The sunlight gets hotter when it passes through the atmosphere like when light passes through glass.,3
154207,The sun because it shows the sun on the earth and on the other picture it shows the heat going into the greenhouse,2
154208,The atmosphere seems to keep the different types of radiation in and create heat.,5
154210,It is he atmosphere because the Atmosphere collects heat and traps it inside.,3
154211,the heat can go into he atmosphere but can't leave. That is the same with the green house. It can go through the glass but can't leave.,4
154212,i think this is like the glass is the green house because the sun is bouncing of the earth and that also happens with the glass in the green house.,2
154214,The glass is like the sun in the in the picture because the suns rays hit the glass and the glass projects sunlight to the plants,3
154215,i think the atmosphere because it will help the plant stay alive more.,2
154216,The atmosphere because the atmosphere provides the air.,2
154218,well the sun helps the plants that are in the greenhouse grow and form.,2
154220,i dont know,1
154221,when he air from the atmosphere enters earth the air gets thicker.,2
154224,Sun because that was the best answer.,2
154226,"It shows the sun giving and getting energy from the green
 house",3
154228,because it has a green house and it has plants.,2
154307,I think sun because the sun grows there the glass and helps the plant grow.,2
154318,i think the sun because in order for the plants to grow you,2
154319,"the atmosphere is what keeps good air that we breath from excaping so I bet, the atmosphere keeps out most of the radiation",2
154321,I think it is space because space is the closest thing other than the sun to the plants.,2
154322,i think atmosphere because it is surrounding the earth.,2
154323,the line is the roof,2
154324,The sunlight comes through the glass which then gets the sunlight to the plants.,3
154325,"The atmosphere is like glass, it lets sunlight enter and will let little of it out so that way the earth is not cold and a block of ice.",5
154326,the Atmosphere keeps the warm air from escaping.,3
154327,the atmosphere keeps in the air.,2
154329,Sun because it looks like the glass,2
154330,"because , the sunlight can go through the glass , and will go on the plants to hear them .",3
154335,The sun will heat up the glass to keep the hot air inside the green house so then you can grow your plants.,2
154336,becues it green .,2
154337,The glasses are being hit by some energy source and the earth is also getting hit like the earth.,3
154342,I think atmosphere because it kind of like a protection dome that stays over earth.And it is like a window in a way.It is like a window because It could be meteor  coming towards earth and the atmosphere will protect it.On a rainy day your windows will keep rain out of your house,2
154343,i picked earth beause the suns rays come to earth,3
154345,I think its the sun because a greenhouse is green and the sun make it more green.,2
154353,the sun brings heat,2
154371,The air gets stuck in the atmosphee.,2
